24	финансовом	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#28.432#28.847
25	потому	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#28.847#29.262
26	что	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#29.262#29.677
27	я	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#29.677#30.092
28	преподаватель	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#30.092#30.507
29	я	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#30.507#30.922
30	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#30.922#31.337
31	этим	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#31.337#31.752
32	занимаюсь	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#31.752#32.167
33	всеми	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#32.167#32.582
34	этими	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#32.582#32.997
35	арапы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#32.997#33.412
36	заправляю	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#33.412#33.827
37	про	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#33.827#34.242
38	синус	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#34.242#34.657
39	тридцати	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#34.657#35.072
40	градусов	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#35.072#35.487
41	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#35.487#35.902
42	про	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#35.902#36.317
43	всякие	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#36.317#36.732
44	там	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#36.732#37.147
45	законы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#37.147#37.562
46	Ньютона	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#37.562#37.977
47	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#37.977#38.392
48	а	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#38.392#38.807
49	тут	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#38.807#39.222
50	мне	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#39.222#39.637
51	говорят	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#39.637#40.052
52	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#40.052#40.467
53	способ	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#40.467#40.882
54	зомбирования	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#40.882#41.297
55	землян	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#41.297#41.712
56	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#41.712#42.127
57	очень	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#42.127#42.542
58	даже	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#42.542#42.957
59	сильно	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#42.957#43.372
60	бросает	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#43.372#43.787
61	так	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#43.787#44.202
62	сказать	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#44.202#44.617
63	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#44.617#45.032
64	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#45.032#45.447
65	ммм	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#45.447#45.862
66	нехороший	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#45.862#46.277
67	свет	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#46.277#46.692
68	на	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#46.692#47.107
69	мою	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#47.107#47.522
70	деятельность	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#47.522#47.937
71	да	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#47.937#48.412
72	так	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#53.701#53.963
73	угу	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#58.659#58.737
74	так	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#66.368#66.615
75	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#80.11#80.418
76	как	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#80.418#80.726
77	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#80.726#81.034
78	не	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#81.034#81.342
79	работоспособны	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#81.342#81.65
80	?	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#81.65#81.958
81	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#82.425#82.775
82	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#82.775#83.125
83	из	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#83.125#83.475
84	уравнения	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#83.475#83.825
85	Максвелла	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#83.825#84.175
86	вывели	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#84.175#84.525
87	например	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#84.525#84.875
88	существование	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#84.875#85.225
89	электромагнитных	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#85.225#85.575
90	волн	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#85.575#85.925
91	они-таки	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#85.925#86.275
92	да	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#86.275#86.625
93	существуют	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#86.625#86.975
94	и	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#86.975#87.325
95	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#87.325#87.675
96	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#87.675#88.025
97	если	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#88.025#88.375
98	нас	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#88.375#88.725
99	кто-то	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#88.725#89.075
100	сейчас	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#89.075#89.425
101	смотрит	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#89.425#89.775
102	на	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#89.775#90.125
103	расстоянии	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#90.125#90.475
104	так	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#90.475#90.825
105	они	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#90.825#91.175
106	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#91.175#91.525
107	по	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#91.525#91.875
108	электромагнитным	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#91.875#92.225
109	волнам	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#92.225#92.575
110	к	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#92.575#92.925
111	ним	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#92.925#93.275
112	э	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#93.873#94.176
113	наши	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#94.176#94.479
114	звуки	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#94.479#94.782
115	наших	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#94.782#95.085
116	голосов	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#95.085#95.388
117	и	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#95.388#95.691
118	фью	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#95.691#95.994
119	изображение	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#95.994#96.297
120	дошли	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#96.297#96.6
121	а	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#96.6#96.903
122	как	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#96.903#97.206
123	нет	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#97.206#97.509
124	нет	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#97.509#97.812
125	?	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#97.812#98.121
126	не	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#99.203#99.27
127	как	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#99.27#99.337
128	нет	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#99.337#99.404
129	?	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#99.404#99.474
130	давайте	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#102.868#103.204
131	дадим	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#103.204#103.541
132	нет	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#116.61#116.866
133	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#116.866#117.122
134	в...	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#117.122#117.378
135	не	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#117.378#117.634
136	всякая	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#117.634#117.89
137	волна	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#117.89#118.146
138	имеет	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#118.146#118.402
139	форму	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#118.402#118.658
140	сферы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#118.658#118.914
141	есть	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#118.914#119.17
142	плоская	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#119.17#119.435
143	у	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#125.177#125.527
144	радиолокатора	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#125.527#125.877
145	у	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#125.877#126.227
146	него	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#126.227#126.577
147	так	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#126.577#126.927
148	#нрзб#	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#126.927#127.278
149	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#130.768#131.04
150	какие	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#131.04#131.312
151	ж	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#131.312#131.584
152	там	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#131.584#131.856
153	шары	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#131.856#132.128
154	диаграммы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#132.128#132.4
155	направленности	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#132.4#132.672
156	боковые	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#133.628#133.952
157	лепестки	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#133.952#134.276
158	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#134.276#134.6
159	эт	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#134.6#134.924
160	не	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#134.924#135.248
161	шары	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#135.248#135.577
162	нет	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#139.966#140.222
163	д...	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#140.222#140.478
164	д...	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#140.478#140.734
165	да	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#140.734#140.99
166	кон...	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#140.99#141.246
167	кон...	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#141.246#141.502
168	конструкция	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#141.502#141.758
169	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#141.758#142.014
170	как	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#142.014#142.27
171	раз	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#142.27#142.526
172	излучаемого	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#142.526#142.782
173	поля	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#142.782#143.038
174	она	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#144.391#144.73
175	не	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#144.73#145.069
176	обязательно	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#145.069#145.408
177	даже	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#145.408#145.747
178	сферическая	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#145.747#146.086
179	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#146.086#146.425
180	тем	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#146.425#146.764
181	более	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#146.764#147.103
182	шарообразная	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#147.103#147.443
183	а	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#155.435#155.744
184	кому	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#155.744#156.053
185	все-таки	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#156.053#156.362
186	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#156.362#156.671
187	нужно-то	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#156.671#156.98
188	?	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#156.98#157.289
189	т...	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#157.289#157.598
190	т...	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#157.598#157.907
191	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#157.907#158.216
192	что	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#158.216#158.525
193	просто	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#158.525#158.834
194	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#158.834#159.143
195	ам	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#159.143#159.452
196	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#159.452#159.761
197	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#159.761#160.07
198	может	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#160.07#160.379
199	быть	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#160.379#160.688
200	вы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#160.688#160.997
201	констатируете	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#160.997#161.306
202	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#161.306#161.615
203	в	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#161.615#161.924
204	общем	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#161.924#162.233
205	понятные	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#162.233#162.542
206	нам	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#162.542#162.851
207	факт	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#162.851#163.16
208	о	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#163.16#163.469
209	том	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#163.469#163.778
210	что	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#163.778#164.087
211	наука	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#164.087#164.396
212	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#164.396#164.705
213	в	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#164.705#165.014
214	общем-то	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#165.014#165.323
215	говоря	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#165.323#165.632
216	вид	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#165.632#165.941
217	деятельности	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#165.941#166.25
218	людей	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#166.25#166.559
219	и	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#166.559#166.868
220	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#166.868#167.177
221	одно	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#167.177#167.486
222	дело	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#167.486#167.795
223	наука	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#167.795#168.104
224	как	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#168.104#168.413
225	мы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#168.413#168.722
226	представляем	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#168.722#169.031
227	себе	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#169.031#169.34
228	мир	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#169.34#169.649
229	да	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#169.649#169.958
230	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#169.958#170.267
231	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#170.267#170.576
232	так	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#170.576#170.885
233	же	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#170.885#171.194
234	как	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#171.194#171.503
235	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#171.503#171.812
236	искусство	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#171.812#172.121
237	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#172.121#172.43
238	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#172.43#172.739
239	отражение	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#172.739#173.048
240	действительности	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#173.048#173.384
241	да	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#173.798#174.065
242	отражение	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#174.065#174.332
243	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#174.332#174.599
244	оно	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#174.599#174.866
245	естественно	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#174.866#175.133
246	зеркало	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#175.133#175.4
247	оно	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#175.4#175.667
248	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#175.667#175.934
249	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#175.934#176.201
250	неправильное	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#176.201#176.468
251	и	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#176.468#176.735
252	неидеальное	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#176.735#177.002
253	иначе	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#177.002#177.269
254	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#177.269#177.536
255	было	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#177.536#177.803
256	бы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#177.803#178.07
257	не	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#178.07#178.337
258	искусство	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#178.337#178.604
259	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#178.604#178.871
260	было	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#178.871#179.138
261	бы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#179.138#179.405
262	скучно	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#179.405#179.672
263	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#179.672#179.939
264	так	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#179.939#180.206
265	и	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#180.206#180.473
266	наука	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#180.473#180.74
267	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#180.74#181.007
268	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#181.007#181.274
269	как	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#181.274#181.541
270	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#181.541#181.808
271	шо	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#181.808#182.075
272	такое	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#182.075#182.342
273	волновая	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#182.342#182.609
274	функция	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#182.609#182.876
275	вот	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#182.876#183.143
276	в	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#183.143#183.41
277	в	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#183.41#183.677
278	квантовой	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#183.677#183.944
279	механике	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#183.944#184.211
280	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#184.211#184.478
281	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#184.478#184.745
282	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#184.745#185.012
283	в	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#185.012#185.279
284	общем	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#185.279#185.546
285	наше	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#185.546#185.813
286	изобретение	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#185.813#186.08
287	но	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#186.08#186.347
288	/	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#186.347#186.614
289	но	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#186.614#186.881
290	шо-то	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#186.881#187.148
291	ведь	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#187.148#187.415
292	описывает	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#187.415#187.682
293	шо-то	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#187.682#187.949
294	ведь	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#187.949#188.216
295	предсказывает	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#188.216#188.483
296	ведь	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#188.483#188.75
297	правда	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#188.75#189.017
298	ведь	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#189.017#189.284
299	?	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#189.284#189.579
300	ну	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#195.664#195.902
301	то	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#195.902#196.14
302	что	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#196.14#196.378
303	мы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#196.378#196.616
304	от	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#196.616#196.854
305	природы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#196.854#197.092
306	получаем-то	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#197.092#197.33
307	мы	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#197.33#197.568
308	это	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#197.568#197.806
309	видим	_	_	_	_	_	_	_	@bsb1954m-words#@bsb1954m#197.806#198.044
